Year,Species,Stock,ESU,ER,Citation
1978,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,NA,NA
1979,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.745,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1980,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.515,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1981,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.451,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1982,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.244,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1983,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.532,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1984,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.656,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1985,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.672,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1986,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.66,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1987,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.801,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1988,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.823,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1989,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.839,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1990,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.72,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1991,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.505,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1992,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.474,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1993,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.634,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1994,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.501,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1995,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.354,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1996,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.313,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1997,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.514,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1998,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.38,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1999,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.436,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2000,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.543,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2001,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.301,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2002,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.499,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2003,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.436,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2004,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.427,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2005,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.565,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2006,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.437,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2007,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.428,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2008,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.489,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2009,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.662,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2010,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.408,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2011,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.542,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2012,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.358,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2013,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.471,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2014,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.498,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2015,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.371,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2016,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.528,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2017,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.493,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2018,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.341,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2019,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.375,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2020,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,0.286,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2021,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,NA,NA
2022,Chinook,URB,Deschutes River Summer-Fall-run Chinook Salmon,NA,NA
1974,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,NA,NA
1975,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,NA,NA
1976,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,NA,NA
1977,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,NA,NA
1978,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,NA,NA
1979,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,NA,NA
1980,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,NA,NA
1981,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,0.746,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1982,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,0.694,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1983,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,0.667,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1984,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,0.657,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1985,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,0.536,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1986,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,0.744,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1987,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,0.737,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1988,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,0.739,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1989,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,0.539,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1990,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,0.514,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1991,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,0.619,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1992,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,0.453,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1993,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,0.597,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1994,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,0.121,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1995,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,0.194,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1996,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,0.185,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1997,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,0.337,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1998,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,NA,NA
1999,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,0.469,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2000,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,NA,NA
2001,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,0.316,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2002,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,0.74,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2003,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,0.593,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2004,Chinook,CWF,Lower Columbia River Chinook Salmon ESU,0.54,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
